Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,40,Oklahoma,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,70,211261.25714,39241.228571,36652.185714
State,40,Oklahoma,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,109,113226.07339,23211.394495,19533
State,40,Oklahoma,231,CORONARY BYPASS WITH PTCA WITH MCC,12,355525.66667,63171.75,60281.25
State,40,Oklahoma,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,134,256586.02985,56041.723881,44924.641791
State,40,Oklahoma,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,153,196282.14379,36565.921569,29008.803922
State,40,Oklahoma,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,199,231810.1407,44784.934673,37245.432161
State,40,Oklahoma,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,327,149736.9633,28808.7737,22543.987768
State,40,Oklahoma,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,96,165150.96875,34201.322917,30386.645833
State,40,Oklahoma,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,84,94983.630952,18414.166667,16450.654762
State,40,Oklahoma,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,203,131140.72414,25053.694581,22991.226601
State,40,Oklahoma,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,262,84610.145038,16963.919847,14753.60687
State,40,Oklahoma,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,110,74217.290909,14363.227273,11569.7
State,40,Oklahoma,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,718,137125.98329,22086.073816,19523.160167
State,40,Oklahoma,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,814,93895.090909,14188.199017,10955.627764
State,40,Oklahoma,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERI,35,134612.31429,21898.228571,19800.8
State,40,Oklahoma,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,27,74633.444444,11650.62963,10145.888889
State,40,Oklahoma,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,96,89586.1875,17525.09375,14945.583333
State,40,Oklahoma,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,56,70525.660714,11536.625,9489.2142857
State,40,Oklahoma,252,OTHER VASCULAR PROCEDURES WITH MCC,222,135231.06757,24935.382883,22777.058559
State,40,Oklahoma,253,OTHER VASCULAR PROCEDURES WITH CC,280,106777.16786,19128.635714,16452.578571
State,40,Oklahoma,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,103,92274.067961,12853.126214,11140.203883
State,40,Oklahoma,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,18,56733.666667,12803.777778,10637.555556
State,40,Oklahoma,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,40,127915.925,27547.775,22556.05
State,40,Oklahoma,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,33,64348.69697,13297.090909,11776.606061
State,40,Oklahoma,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,14,58069.714286,10536.142857,9252.0714286
State,40,Oklahoma,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,97,115823.38144,22546.154639,19927.587629
State,40,Oklahoma,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,169,259098.70414,46951.95858,44706.804734
State,40,Oklahoma,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,504,199369.28968,36174.599206,33764.938492
State,40,Oklahoma,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,28,255690,55334.535714,42838.964286
State,40,Oklahoma,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,175,144780.02286,29164.194286,26215.074286
State,40,Oklahoma,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,233,194146.00429,39314.223176,34869.133047
State,40,Oklahoma,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,211,135143.19431,27045.64455,22454.691943
State,40,Oklahoma,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,57,106903.22807,18892.403509,16098.614035
State,40,Oklahoma,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,84,133405.27381,25941.571429,24644.928571
State,40,Oklahoma,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,589,107639.12903,21561.225806,19789.972835
State,40,Oklahoma,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",1332,60781.310811,11531.68994,9841.216967
State,40,Oklahoma,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",504,41771.934524,7009.0039683,5440.3690476
State,40,Oklahoma,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",180,38302.172222,5879.8,4259.4611111
State,40,Oklahoma,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",129,92496.046512,14579.51938,12905.224806
State,40,Oklahoma,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",509,79424.897839,15802.522593,13118.436149
State,40,Oklahoma,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",399,51540.233083,8442.047619,6272.8446115
State,40,Oklahoma,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,23,87791.869565,19403.217391,17411.434783
State,40,Oklahoma,291,HEART FAILURE AND SHOCK WITH MCC,4328,40852.219963,9395.5880314,7921.2939002
State,40,Oklahoma,292,HEART FAILURE AND SHOCK WITH CC,258,28625.77907,7180.2868217,5932.4806202
State,40,Oklahoma,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,70,16032.814286,5229.2857143,4008.3571429
State,40,Oklahoma,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",31,73598.903226,12194.419355,10973.709677
State,40,Oklahoma,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,163,58801.018405,11556.331288,9551.3865031
State,40,Oklahoma,300,PERIPHERAL VASCULAR DISORDERS WITH CC,192,38828,7879.28125,6381.4270833
State,40,Oklahoma,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,40,31192,6249.125,4946.9
State,40,Oklahoma,302,ATHEROSCLEROSIS WITH MCC,33,47721.606061,8139.2424242,6938.1212121
State,40,Oklahoma,303,ATHEROSCLEROSIS WITHOUT MCC,86,30619.139535,5602.2093023,4114.4767442
State,40,Oklahoma,304,HYPERTENSION WITH MCC,196,39240.602041,8425.7295918,6953.3061224
State,40,Oklahoma,305,HYPERTENSION WITHOUT MCC,295,29562.294915,6010.5288136,4188.4779661
State,40,Oklahoma,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,34,64689.705882,11481.941176,9181.9411765
State,40,Oklahoma,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,20,37144.8,6785.95,5491.45
State,40,Oklahoma,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,760,44319.532895,9181.9894737,7434.9447368
State,40,Oklahoma,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,832,26640.957933,5812.25,4261.6742788
State,40,Oklahoma,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,368,20825.994565,4486.4375,2913.8152174
State,40,Oklahoma,311,ANGINA PECTORIS,15,32716.333333,5468.7333333,4268.8
State,40,Oklahoma,312,SYNCOPE AND COLLAPSE,417,34303.314149,6794.1678657,5302.6067146
State,40,Oklahoma,313,CHEST PAIN,239,34603.623431,5812.1046025,4348.5606695
State,40,Oklahoma,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,371,71778.110512,15400.84097,12982.584906
State,40,Oklahoma,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,163,41083.122699,7711.8343558,6300.404908
State,40,Oklahoma,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,25,37159.32,6493.4,4506.64
State,40,Oklahoma,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,15,146107.26667,30199.8,28809.4
State,40,Oklahoma,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",134,235662.35821,44754.350746,39543.843284
State,40,Oklahoma,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",113,138824.70796,23004.769912,18842.247788
State,40,Oklahoma,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",53,89852.320755,14389.226415,11090.622642
State,40,Oklahoma,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,438,156081.94292,34760.273973,30239.468037
State,40,Oklahoma,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,609,88044.824302,18510.504105,15144.149425
State,40,Oklahoma,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,324,62784.111111,12385.089506,9905.8055556
State,40,Oklahoma,335,PERITONEAL ADHESIOLYSIS WITH MCC,65,110841.46154,26523.538462,23473.769231
State,40,Oklahoma,336,PERITONEAL ADHESIOLYSIS WITH CC,94,81743,15960.56383,13730.361702
State,40,Oklahoma,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,43,61542.186047,11850.418605,9825.8604651
State,40,Oklahoma,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,24,62669.583333,13528.291667,9878.375
State,40,Oklahoma,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,13,46887.307692,9393.3076923,7194.3076923
State,40,Oklahoma,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,25,55008.56,11072.04,7847.48
State,40,Oklahoma,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,24,34313.666667,9053.6666667,5766.375
State,40,Oklahoma,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,28,70383.928571,11761.892857,9744.2857143
State,40,Oklahoma,347,ANAL AND STOMAL PROCEDURES WITH MCC,12,146829.66667,20899.5,19182.333333
State,40,Oklahoma,348,ANAL AND STOMAL PROCEDURES WITH CC,29,54224.034483,9943.4137931,8513.5862069
State,40,Oklahoma,349,ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC,13,35477.615385,7701.2307692,5029.3846154
State,40,Oklahoma,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,11,81197.636364,16468,14753.090909
State,40,Oklahoma,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,36,48451.75,10805.222222,9290.9722222
State,40,Oklahoma,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,13,45527.615385,9760,5856.9230769
State,40,Oklahoma,353,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,24,136999.66667,24500.791667,22377.791667
State,40,Oklahoma,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,76,73017.368421,13445.75,10846.934211
State,40,Oklahoma,355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,33,52542.242424,11459.606061,7207.1515152
State,40,Oklahoma,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,78,167285.87179,32680.5,28800.064103
State,40,Oklahoma,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,54,89196.333333,16385,14710
State,40,Oklahoma,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,97,65136.463918,15118.628866,13315.886598
State,40,Oklahoma,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,64,39555.828125,8742.96875,6364.546875
State,40,Oklahoma,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,189,54808.100529,12542.338624,11043.465608
State,40,Oklahoma,372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,272,37949.080882,8317.5992647,6679.6433824
State,40,Oklahoma,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,26,29429.269231,6894.9615385,4524.7307692
State,40,Oklahoma,374,DIGESTIVE MALIGNANCY WITH MCC,109,79438.330275,15611.073394,13063.504587
State,40,Oklahoma,375,DIGESTIVE MALIGNANCY WITH CC,98,48982.969388,10022.561224,7783.5204082
State,40,Oklahoma,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,792,70143.117424,13674.020202,11596.111111
State,40,Oklahoma,378,GASTROINTESTINAL HEMORRHAGE WITH CC,1310,41522.757252,7821.9206107,6065.9007634
State,40,Oklahoma,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,83,26984.036145,5826.9156627,4086.746988
State,40,Oklahoma,380,COMPLICATED PEPTIC ULCER WITH MCC,44,77474.090909,15087.772727,12835.590909
State,40,Oklahoma,381,COMPLICATED PEPTIC ULCER WITH CC,66,49550.318182,8205.1515152,6629.1818182
State,40,Oklahoma,384,UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,23,41277.130435,7168.8695652,5099.6956522
State,40,Oklahoma,385,INFLAMMATORY BOWEL DISEASE WITH MCC,29,48589.896552,13496.827586,9999.4827586
State,40,Oklahoma,386,INFLAMMATORY BOWEL DISEASE WITH CC,53,39834.716981,7778.0754717,5807.6226415
State,40,Oklahoma,387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,14,33631.071429,5491.6428571,3473.0714286
State,40,Oklahoma,388,GASTROINTESTINAL OBSTRUCTION WITH MCC,225,50549.284444,11541.36,9388.9511111
State,40,Oklahoma,389,GASTROINTESTINAL OBSTRUCTION WITH CC,568,26025.147887,6506.6056338,4814.2447183
State,40,Oklahoma,390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,280,22191.582143,5216.7357143,3271.2392857
State,40,Oklahoma,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",362,48373.063536,9938.5690608,8148.5497238
State,40,Oklahoma,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",967,33106.735264,6500.0341262,4658.3329886
State,40,Oklahoma,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,213,62517.342723,12870.676056,10705.619718
State,40,Oklahoma,394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,277,37223.238267,7929.4259928,5779.4981949
State,40,Oklahoma,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,43,29211.418605,6558.4883721,4542.5116279
State,40,Oklahoma,405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",48,294072.47917,47714.416667,41811.291667
State,40,Oklahoma,406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",48,167922.1875,24138.395833,19303.6875
State,40,Oklahoma,407,"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC",13,128857.30769,16308.153846,13612.153846
State,40,Oklahoma,408,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,14,210913.5,35189.642857,27118.642857
State,40,Oklahoma,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,22,206362.36364,29855.590909,26794.363636
State,40,Oklahoma,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,32,83618.4375,16808.3125,10599.71875
State,40,Oklahoma,417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,154,98534.727273,19463.961039,14794.805195
State,40,Oklahoma,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,276,74101.525362,12619.347826,10013.235507
State,40,Oklahoma,419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,95,63694.905263,10371.063158,7895.7263158
State,40,Oklahoma,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,15,121024.66667,26357.2,23932.266667
State,40,Oklahoma,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,19,161464.10526,29837.210526,27512.684211
State,40,Oklahoma,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,224,80904.955357,16010.0625,13235.852679
State,40,Oklahoma,433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,109,43904.825688,8854.146789,7064.293578
State,40,Oklahoma,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,135,89505.585185,15311.807407,11774.422222
State,40,Oklahoma,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,59,52378.118644,9275.8813559,7052.9491525
State,40,Oklahoma,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,129,63603.023256,12782.465116,10466.395349
State,40,Oklahoma,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,220,36007.522727,7247.0772727,5216.4409091
State,40,Oklahoma,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,73,27634.794521,5674.4657534,3529.3013699
State,40,Oklahoma,441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",286,76118.625874,15280.895105,12199.730769
State,40,Oklahoma,442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",165,37987.30303,8185.8848485,6288.4969697
State,40,Oklahoma,443,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",18,24585.388889,5901.6666667,4303
State,40,Oklahoma,444,DISORDERS OF THE BILIARY TRACT WITH MCC,141,76907.191489,14143.205674,10976.184397
State,40,Oklahoma,445,DISORDERS OF THE BILIARY TRACT WITH CC,197,52119.548223,8819.2030457,6937.1472081
State,40,Oklahoma,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,51,41959.294118,7074.8235294,5097.4509804
State,40,Oklahoma,453,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,42,234964.42857,59783.809524,57700.166667
State,40,Oklahoma,454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,394,169517.61421,42266.880711,36679.446701
State,40,Oklahoma,455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,499,136774.59319,31793.342685,27768.729459
State,40,Oklahoma,456,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",17,315979.47059,65056.294118,54910.823529
State,40,Oklahoma,457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",138,193623.84058,40638,37684.442029
State,40,Oklahoma,458,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",42,146158.7381,31147.619048,26882.5
State,40,Oklahoma,459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,64,218823.625,47300.296875,41811.625
State,40,Oklahoma,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,895,116258.3419,26197.405587,22651.928492
State,40,Oklahoma,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,23,67222.608696,19837.043478,16563.043478
State,40,Oklahoma,463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,61,171611.78689,35396.639344,32732.213115
State,40,Oklahoma,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,106,111628.80189,21810.566038,18112.622642
State,40,Oklahoma,465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,29,66300.310345,12079.655172,10957.586207
State,40,Oklahoma,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,74,155022.98649,34336.945946,31893.527027
State,40,Oklahoma,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,351,103263.50142,22828.470085,20456
State,40,Oklahoma,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,289,81833.847751,18316.615917,16139.512111
State,40,Oklahoma,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,119,93059.008403,21427.806723,19586.94958
State,40,Oklahoma,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,3601,56631.104138,12769.738406,10466.540405
State,40,Oklahoma,471,CERVICAL SPINAL FUSION WITH MCC,45,173831.91111,34699.377778,32646.755556
State,40,Oklahoma,472,CERVICAL SPINAL FUSION WITH CC,227,106811.17181,21638.281938,17952.845815
State,40,Oklahoma,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,221,84320.846154,16586.208145,13706.298643
State,40,Oklahoma,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,29,139699,31422.206897,27738.034483
State,40,Oklahoma,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,62,68014.145161,15806.709677,14261.854839
State,40,Oklahoma,476,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,14,57470.857143,9994.7142857,8148.2142857
State,40,Oklahoma,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,42,122335.80952,24413.095238,22300.857143
State,40,Oklahoma,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,65,91086.830769,17705.707692,15508.092308
State,40,Oklahoma,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,508,109621.48228,21418.708661,19491.970472
State,40,Oklahoma,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,1214,78280.841021,14923.325371,12912.983526
State,40,Oklahoma,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,290,62042.962069,11815.534483,9904.4827586
State,40,Oklahoma,483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,455,67989.756044,16325.118681,13526.452747
State,40,Oklahoma,485,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,15,87849.2,24276,20159.6
State,40,Oklahoma,486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,42,87281,15041.595238,13111.047619
State,40,Oklahoma,487,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,16,43901.75,11054,7574.6875
State,40,Oklahoma,488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,44,66961.522727,14082.75,11939.909091
State,40,Oklahoma,489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,44,42997.136364,8873.0454545,7342.8863636
State,40,Oklahoma,492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",102,155157.57843,26528.176471,23480.980392
State,40,Oklahoma,493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",284,96804.978873,18017.221831,15011.376761
State,40,Oklahoma,494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",101,78572.475248,14504.188119,11563.910891
State,40,Oklahoma,496,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,42,78857.047619,15158.428571,12209.97619
State,40,Oklahoma,497,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/,63,38198.47619,9690.4285714,8008.7777778
State,40,Oklahoma,498,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,15,98232.666667,18946.333333,16944.2
State,40,Oklahoma,500,SOFT TISSUE PROCEDURES WITH MCC,25,102453.56,26445.64,18770.52
State,40,Oklahoma,501,SOFT TISSUE PROCEDURES WITH CC,53,54380.773585,12315.320755,10682.566038
State,40,Oklahoma,502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,34,42083.235294,9777.9117647,8525.2647059
State,40,Oklahoma,503,FOOT PROCEDURES WITH MCC,11,115157.72727,22129.363636,17544
State,40,Oklahoma,504,FOOT PROCEDURES WITH CC,33,56279.727273,13255,10991.727273
State,40,Oklahoma,505,FOOT PROCEDURES WITHOUT CC/MCC,18,48715.666667,12805.111111,10971.444444
State,40,Oklahoma,510,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",19,95408.684211,18880.315789,16978
State,40,Oklahoma,511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",32,75740.875,14128.78125,11231.25
State,40,Oklahoma,512,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",15,95221.533333,11722.733333,8920.9333333
State,40,Oklahoma,513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",17,57552.882353,12888.235294,9217.4705882
State,40,Oklahoma,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,67,137536.20896,23858.119403,20593.671642
State,40,Oklahoma,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,152,80949.664474,14747.460526,11953.855263
